norad_id,object_name,date,daily_median_altitude_km
25544,ISS (ZARYA),2018-05-29 00:00:00+00:00,404.7439606806038
25544,ISS (ZARYA),2018-05-30 00:00:00+00:00,404.7393066871614
25544,ISS (ZARYA),2018-05-31 00:00:00+00:00,404.7256968394977
25544,ISS (ZARYA),2018-06-01 00:00:00+00:00,404.7099164918559
25544,ISS (ZARYA),2018-06-02 00:00:00+00:00,404.7022801921448
25544,ISS (ZARYA),2018-06-03 00:00:00+00:00,404.6812001486205
25544,ISS (ZARYA),2018-06-04 00:00:00+00:00,404.66441624365507
25544,ISS (ZARYA),2018-06-05 00:00:00+00:00,404.6563974821229
25544,ISS (ZARYA),2018-06-06 00:00:00+00:00,404.64850094483427
25544,ISS (ZARYA),2018-06-07 00:00:00+00:00,404.6429757103565
25544,ISS (ZARYA),2018-06-08 00:00:00+00:00,404.6116299190935
25544,ISS (ZARYA),2018-06-09 00:00:00+00:00,404.60986381833663
25544,ISS (ZARYA),2018-06-10 00:00:00+00:00,404.5862736057843
25544,ISS (ZARYA),2018-06-11 00:00:00+00:00,404.5892092784361
25544,ISS (ZARYA),2018-06-12 00:00:00+00:00,404.56299927552664
25544,ISS (ZARYA),2018-06-13 00:00:00+00:00,404.56305748350997
25544,ISS (ZARYA),2018-06-14 00:00:00+00:00,404.54735224060323
25544,ISS (ZARYA),2018-06-15 00:00:00+00:00,404.5342350456435
25544,ISS (ZARYA),2018-06-16 00:00:00+00:00,404.5171494707529
25544,ISS (ZARYA),2018-06-17 00:00:00+00:00,404.5091195065047
25544,ISS (ZARYA),2018-06-18 00:00:00+00:00,404.4960083196861
25544,ISS (ZARYA),2018-06-19 00:00:00+00:00,404.4802685655968
25544,ISS (ZARYA),2018-06-20 00:00:00+00:00,404.46747899637967
25544,ISS (ZARYA),2018-06-21 00:00:00+00:00,404.4525351200059
25544,ISS (ZARYA),2018-06-22 00:00:00+00:00,404.39728100275715
25544,ISS (ZARYA),2018-06-23 00:00:00+00:00,405.23258510564665
25544,ISS (ZARYA),2018-06-24 00:00:00+00:00,405.14980936275924
25544,ISS (ZARYA),2018-06-25 00:00:00+00:00,405.15541997163564
25544,ISS (ZARYA),2018-06-26 00:00:00+00:00,405.1449552854601
25544,ISS (ZARYA),2018-06-27 00:00:00+00:00,405.1247826645654
25544,ISS (ZARYA),2018-06-28 00:00:00+00:00,405.1056490562323
25544,ISS (ZARYA),2018-06-29 00:00:00+00:00,405.0918336619552
25544,ISS (ZARYA),2018-06-30 00:00:00+00:00,405.0823207966105
25544,ISS (ZARYA),2018-07-01 00:00:00+00:00,405.0697320902127
25544,ISS (ZARYA),2018-07-02 00:00:00+00:00,405.0577356243962
25544,ISS (ZARYA),2018-07-03 00:00:00+00:00,405.04624118259335
25544,ISS (ZARYA),2018-07-04 00:00:00+00:00,405.03690744173946
25544,ISS (ZARYA),2018-07-05 00:00:00+00:00,405.027447148439
25544,ISS (ZARYA),2018-07-06 00:00:00+00:00,405.0229163458853
25544,ISS (ZARYA),2018-07-07 00:00:00+00:00,405.01662066783
25544,ISS (ZARYA),2018-07-08 00:00:00+00:00,405.0093254399035
25544,ISS (ZARYA),2018-07-09 00:00:00+00:00,405.000549076899
25544,ISS (ZARYA),2018-07-10 00:00:00+00:00,404.99103071264017
25544,ISS (ZARYA),2018-07-11 00:00:00+00:00,405.1367895990061
25544,ISS (ZARYA),2018-07-12 00:00:00+00:00,405.1370282252583
25544,ISS (ZARYA),2018-07-13 00:00:00+00:00,405.1518580148713
25544,ISS (ZARYA),2018-07-14 00:00:00+00:00,405.14365447721593
25544,ISS (ZARYA),2018-07-15 00:00:00+00:00,405.1331141753881
25544,ISS (ZARYA),2018-07-16 00:00:00+00:00,405.123915452903
25544,ISS (ZARYA),2018-07-17 00:00:00+00:00,405.10878026115824
25544,ISS (ZARYA),2018-07-18 00:00:00+00:00,405.0965348149912
25544,ISS (ZARYA),2018-07-19 00:00:00+00:00,405.082488122438
25544,ISS (ZARYA),2018-07-20 00:00:00+00:00,405.0744288400556
25544,ISS (ZARYA),2018-07-21 00:00:00+00:00,405.0708131559186
25544,ISS (ZARYA),2018-07-22 00:00:00+00:00,405.05950489874976
25544,ISS (ZARYA),2018-07-23 00:00:00+00:00,405.04771363189593
25544,ISS (ZARYA),2018-07-24 00:00:00+00:00,405.0410410554159
25544,ISS (ZARYA),2018-07-25 00:00:00+00:00,405.02381697676446
25544,ISS (ZARYA),2018-07-26 00:00:00+00:00,405.0147001032792
25544,ISS (ZARYA),2018-07-27 00:00:00+00:00,405.6934482197321
25544,ISS (ZARYA),2018-07-28 00:00:00+00:00,405.699813869398
25544,ISS (ZARYA),2018-07-29 00:00:00+00:00,405.70603108897785
25544,ISS (ZARYA),2018-07-30 00:00:00+00:00,405.7037665757007
25544,ISS (ZARYA),2018-07-31 00:00:00+00:00,405.69617261122585
25544,ISS (ZARYA),2018-08-01 00:00:00+00:00,405.68413408160905
25544,ISS (ZARYA),2018-08-02 00:00:00+00:00,405.6756727969705
25544,ISS (ZARYA),2018-08-03 00:00:00+00:00,405.6646094233183
25544,ISS (ZARYA),2018-08-04 00:00:00+00:00,405.65294941576076
25544,ISS (ZARYA),2018-08-05 00:00:00+00:00,405.6357098105573
25544,ISS (ZARYA),2018-08-06 00:00:00+00:00,405.6268149972284
25544,ISS (ZARYA),2018-08-07 00:00:00+00:00,405.6166017151345
25544,ISS (ZARYA),2018-08-08 00:00:00+00:00,405.60049455383796
25544,ISS (ZARYA),2018-08-09 00:00:00+00:00,405.5962247459411
25544,ISS (ZARYA),2018-08-10 00:00:00+00:00,405.58554006864233
25544,ISS (ZARYA),2018-08-11 00:00:00+00:00,405.5710600841494
25544,ISS (ZARYA),2018-08-12 00:00:00+00:00,405.55472617269334
25544,ISS (ZARYA),2018-08-13 00:00:00+00:00,405.5447983918384
25544,ISS (ZARYA),2018-08-14 00:00:00+00:00,405.53457523168163
25544,ISS (ZARYA),2018-08-15 00:00:00+00:00,405.52701521132803
25544,ISS (ZARYA),2018-08-16 00:00:00+00:00,405.5266717729828
25544,ISS (ZARYA),2018-08-17 00:00:00+00:00,405.52660483161435
25544,ISS (ZARYA),2018-08-18 00:00:00+00:00,405.5165694661782
25544,ISS (ZARYA),2018-08-19 00:00:00+00:00,405.49402204469607
